"salePointName","address","salePointCode","status","openHours__days","openHours__hours","rko","network","openHoursIndividual__days","openHoursIndividual__hours","officeType","salePointFormat","suoAvailability","hasRamp","latitude","longitude","metroStation","distance","kep","myBranch"
"","","","","","","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Никитский» Филиала № 7701 Банка ВТБ (ПАО)","121069, г. Москва, ул. Большая Никитская, д. 33, стр. 1","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-18:00","Да (Зона Привилегия)","Универсальный","Y","Y","55.757092","37.595619","null","1586","False","False"
"","","","","вт","09:00-18:00","","","вт","09:00-18:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-18:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-18:00","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","пт","09:00-18:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","выходной","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Б. Черкасский, 10/11» Филиала № 7701 Банка ВТБ (ПАО)","109097, г. Москва, Б. Черкасский пер., д. 10/11, стр. 1","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","09:00-17:00","закрытый доступ, находится в здании Министерства финансов РФ","Розничный (РБ)","N","N","55.756058","37.626663","Москва, Арбатско-Покровская линия, метро Площадь Революции","448","False","False"
"","","","","","","","","вт","09:00-17:00","","","","","","","","","",""
"","","","","","","","","ср","09:00-17:00","","","","","","","","","",""
"","","","","","","","","чт","09:00-17:00","","","","","","","","","",""
"","","","","","","","","пт","09:00-17:00","","","","","","","","","",""
"","","","","","","","","сб","выходной","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «ГУМ» Филиала № 7701 Банка ВТБ (ПАО)","109012, г. Москва, Красная площадь, д. 3","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","10:00-22:00","Да (Зона Привилегия)","Розничный (РБ)","Y","Y","55.754742","37.621407","Москва, Арбатско-Покровская линия, метро Площадь Революции","95","False","False"
"","","","","","","","","вт","10:00-22:00","","","","","","","","","",""
"","","","","","","","","ср","10:00-22:00","","","","","","","","","",""
"","","","","","","","","чт","10:00-22:00","","","","","","","","","",""
"","","","","","","","","пт","10:00-22:00","","","","","","","","","",""
"","","","","","","","","сб","10:00-22:00","","","","","","","","","",""
"","","","","","","","","вс","10:00-22:00","","","","","","","","","",""
"ДО «Авиамоторный» Филиала № 7701 Банка ВТБ (ПАО)","111024, г. Москва, ул. Авиамоторная, д. 10, кор. 1","","открытая","пн","10:00-19:00","есть РКО","","пн","10:00-19:00","Да (Зона Привилегия)","Универсальный","Y","Y","55.754257","37.715244","null","5934","False","False"
"","","","","вт","10:00-19:00","","","вт","10:00-19:00","","","","","","","","","",""
"","","","","ср","10:00-19:00","","","ср","10:00-19:00","","","","","","","","","",""
"","","","","чт","10:00-19:00","","","чт","10:00-19:00","","","","","","","","","",""
"","","","","пт","10:00-18:00","","","пт","10:00-19:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «ЦМТ» Филиала № 7701 Банка ВТБ (ПАО)","123610, г. Москва, Краснопресненская набережная, д. 12","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","09:00-18:00","Да","Микро (РБ)","N","Y","55.754204","37.556389","null","4006","False","False"
"","","","","","","","","вт","09:00-18:00","","","","","","","","","",""
"","","","","","","","","ср","09:00-18:00","","","","","","","","","",""
"","","","","","","","","чт","09:00-18:00","","","","","","","","","",""
"","","","","","","","","пт","09:00-18:00","","","","","","","","","",""
"","","","","","","","","сб","выходной","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Реутовский» Филиала № 7701 Банка ВТБ (ПАО)","143969, Московская область, г. Реутов, ул. Ленина, д. 4","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-20:00","Да (Зона Привилегия)","Универсальный","Y","N","55.754158","37.859192","null","14942","False","False"
"","","","","вт","09:00-18:00","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Новоарбатский» Филиала № 7701 Банка ВТБ (ПАО)","121205, г. Москва, ул. Новый Арбат, д. 36","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-18:00","Да (Зона Привилегия)","Универсальный","Y","N","55.753666","37.577129","null","2709","True","False"
"","","","","вт","09:00-18:00","","","вт","09:00-18:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-18:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-18:00","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","пт","09:00-18:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","выходной","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Новый Арбат» Филиала № 7701 Банка ВТБ (ПАО)","121069, г. Москва, ул. Б. Молчановка, д. 17","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","09:00-20:00","Да (Офис Привилегия)","Привилегия (РБ)","N","N","55.753002","37.59259","null","1745","False","False"
"","","","","","","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","","","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","сб","выходной","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Воздвиженка» Филиала № 7701 Банка ВТБ (ПАО)","119019, г. Москва, ул. Воздвиженка, д. 9","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-20:00","Да (Зона Привилегия)","Универсальный","Y","Y","55.75259","37.604752","Москва, Арбатско-Покровская линия, метро Арбатская","994","False","False"
"","","","","вт","09:00-18:00","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","выходной","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Новогиреево» Филиала № 7701 Банка ВТБ (ПАО)","111396, г. Москва, Свободный пр-т, д. 20","","открытая","пн","10:00-19:00","есть РКО","","пн","10:00-19:00","Да (Зона Привилегия)","Универсальный","Y","N","55.750858","37.815983","Москва, Калининско-Солнцевская линия, метро Новогиреево","12244","True","False"
"","","","","вт","10:00-19:00","","","вт","10:00-19:00","","","","","","","","","",""
"","","","","ср","10:00-19:00","","","ср","10:00-19:00","","","","","","","","","",""
"","","","","чт","10:00-19:00","","","чт","10:00-19:00","","","","","","","","","",""
"","","","","пт","10:00-18:00","","","пт","10:00-19:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Москва-Сити» Филиала № 7701 Банка ВТБ (ПАО)","123317, г. Москва, Пресненская наб., д. 10 стр. 1","","открытая","пн","10:00-19:00","есть РКО","","пн","10:00-20:00","Да (Зона Привилегия)","Универсальный","Y","Y","55.749634","37.537434","Москва, Калининско-Солнцевская линия, метро Деловой центр","5216","True","False"
"","","","","вт","10:00-19:00","","","вт","10:00-20:00","","","","","","","","","",""
"","","","","ср","10:00-19:00","","","ср","10:00-20:00","","","","","","","","","",""
"","","","","чт","10:00-19:00","","","чт","10:00-20:00","","","","","","","","","",""
"","","","","пт","10:00-18:00","","","пт","10:00-20:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","выходной","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"Филиал Банка ВТБ (ПАО) в г. Москве","123317, г. Москва, наб. Пресненская, д. 12, 3 этаж.","","открытая","Не обслуживает ЮЛ","null","нет РКО","","Не обслуживает ФЛ","null","Нет","Филиал","N","N","55.749634","37.537434","Москва, Калининско-Солнцевская линия, метро Деловой центр","5216","False","True"
"ДО «Железнодорожный» Филиала № 7701 Банка ВТБ (ПАО)","143980, Московская область, г. Железнодорожный, ул. Пролетарская, д. 2, пом. 1 (№1-13)","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-20:00","Да","Универсальный","Y","N","55.749546","38.007694","null","24241","True","False"
"","","","","вт","09:00-18:00","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Арбатский» Филиала № 7701 Банка ВТБ (ПАО)","119002, г. Москва, ул. Арбат, д. 35","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн-пт","10:00-19:00","Да (Зона Привилегия)","Мини_расш","Y","N","55.749386","37.591702","null","1871","null","False"
"","","","","","","","","сб,вс","выходной","","","","","","","","","",""
"ДО «Перовский» Филиала № 7701 Банка ВТБ (ПАО)","111397, г. Москва, ул. Владимирская 2-я, д. 45","","открытая","пн","10:00-19:00","есть РКО","","пн","10:00-19:00","Да","Универсальный","Y","N","55.749359","37.786266","Москва, Калининско-Солнцевская линия, метро Перово","10393","True","False"
"","","","","вт","10:00-19:00","","","вт","10:00-19:00","","","","","","","","","",""
"","","","","ср","10:00-19:00","","","ср","10:00-19:00","","","","","","","","","",""
"","","","","чт","10:00-19:00","","","чт","10:00-19:00","","","","","","","","","",""
"","","","","пт","10:00-18:00","","","пт","10:00-19:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Афимолл» Филиала № 7701 Банка ВТБ (ПАО)","123112, г. Москва, Пресненская набережная, д. 2","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","10:00-22:00","Да","Розничный (РБ)","Y","N","55.749161","37.539742","Москва, Большая кольцевая линия, метро Деловой центр","5078","False","False"
"","","","","","","","","вт","10:00-22:00","","","","","","","","","",""
"","","","","","","","","ср","10:00-22:00","","","","","","","","","",""
"","","","","","","","","чт","10:00-22:00","","","","","","","","","",""
"","","","","","","","","пт","10:00-22:00","","","","","","","","","",""
"","","","","","","","","сб","10:00-22:00","","","","","","","","","",""
"","","","","","","","","вс","10:00-22:00","","","","","","","","","",""
"ДО «Земляной вал» Филиала № 7701 Банка ВТБ (ПАО)","109240, г. Москва, ул. Земляной Вал, д. 52/16, стр. 1","","открытая","пн","10:00-19:00","есть РКО","","пн","10:00-19:00","Да (Зона Привилегия)","Универсальный","Y","Y","55.748947","37.65514","null","2248","True","False"
"","","","","вт","10:00-19:00","","","вт","10:00-19:00","","","","","","","","","",""
"","","","","ср","10:00-19:00","","","ср","10:00-19:00","","","","","","","","","",""
"","","","","чт","10:00-19:00","","","чт","10:00-19:00","","","","","","","","","",""
"","","","","пт","10:00-18:00","","","пт","10:00-19:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","выходной","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Деловая столица» Филиала № 7777 Банка ВТБ (ПАО)","123317, г. Москва, Пресненская наб., д. 10 стр. 1","","открытая","Не обслуживает ЮЛ","null","null","","пн","09:30-20:00","нет","Прайм (РБ)","N","N","55.748913","37.535477","Москва, Филёвская линия, метро Международная","5346","False","False"
"","","","","","","","","вт","09:30-20:00","","","","","","","","","",""
"","","","","","","","","ср","09:30-20:00","","","","","","","","","",""
"","","","","","","","","чт","09:30-20:00","","","","","","","","","",""
"","","","","","","","","пт","09:30-20:00","","","","","","","","","",""
"","","","","","","","","сб","выходной","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Арбат, 51» Филиала № 7701 Банка ВТБ (ПАО)","121002, г. Москва, ул. Арбат, д. 51, стр. 1","","открытая","пн","10:00-19:00","есть РКО","","пн","10:00-19:00","Да (Зона Привилегия)","Универсальный","Y","N","55.747784","37.586689","Москва, Арбатско-Покровская линия, метро Смоленская","2224","True","False"
"","","","","вт","10:00-19:00","","","вт","10:00-19:00","","","","","","","","","",""
"","","","","ср","10:00-19:00","","","ср","10:00-19:00","","","","","","","","","",""
"","","","","чт","10:00-19:00","","","чт","10:00-19:00","","","","","","","","","",""
"","","","","пт","10:00-18:00","","","пт","10:00-19:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","выходной","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «На Носовихинском» Филиала № 7701 Банка ВТБ (ПАО)","143969, Московская область, г. Реутов, Носовихинское ш., вл. 17В","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","10:00-20:00","Да (Зона Привилегия)","Розничный (РБ)","Y","N","55.747402","37.871967","Москва, Калининско-Солнцевская линия, метро Новокосино","15760","False","False"
"","","","","","","","","вт","10:00-20:00","","","","","","","","","",""
"","","","","","","","","ср","10:00-20:00","","","","","","","","","",""
"","","","","","","","","чт","10:00-20:00","","","","","","","","","",""
"","","","","","","","","пт","10:00-20:00","","","","","","","","","",""
"","","","","","","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Рублевский» Филиала № 7701 Банка ВТБ (ПАО)","121615, г. Москва, Рублевское шоссе, д.28, кор. 1","","открытая","пн","10:00-19:00","есть РКО","","пн","10:00-20:00","Да (Зона Привилегия)","Универсальный","Y","N","55.746796","37.421307","null","12486","True","False"
"","","","","вт","10:00-19:00","","","вт","10:00-20:00","","","","","","","","","",""
"","","","","ср","10:00-19:00","","","ср","10:00-20:00","","","","","","","","","",""
"","","","","чт","10:00-19:00","","","чт","10:00-20:00","","","","","","","","","",""
"","","","","пт","10:00-18:00","","","пт","10:00-20:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Римский» Филиала № 7701 Банка ВТБ (ПАО)","109544, г. Москва, бульвар Энтузиастов, д. 2","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-20:00","Да (Зона Привилегия)","Универсальный","Y","Y","55.746483","37.682617","Москва, Люблинско-Дмитровская линия, метро Римская","3984","True","False"
"","","","","вт","09:00-18:00","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","выходной","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Фили» Филиала № 7701 Банка ВТБ (ПАО)","121087, г. Москва, Багратионовский пр-д, д. 1А, корп. 1","","открытая","Не обслуживает ЮЛ","null","null","","пн-пт","10:00-19:00","Да","Микро (РБ)","N","N","55.745804","37.513115","Фили (Филёвская линия)","6777","null","False"
"","","","","","","","","сб,вс","выходной","","","","","","","","","",""
"ДО «Гоголевский» Филиала № 7777 Банка ВТБ (ПАО)","119019, г. Москва, Гоголевский б-р, д. 5, стр. 1","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","09:30-20:00","нет","Прайм (РБ)","N","Y","55.745148","37.599743","Москва, Сокольническая линия, метро Кропоткинская","1631","False","False"
"","","","","","","","","вт","09:30-20:00","","","","","","","","","",""
"","","","","","","","","ср","09:30-20:00","","","","","","","","","",""
"","","","","","","","","чт","09:30-20:00","","","","","","","","","",""
"","","","","","","","","пт","09:30-20:00","","","","","","","","","",""
"","","","","","","","","сб","09:30-16:00","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Центр Железнодорожный» Филиала № 7701 Банка ВТБ (ПАО)","143980, Московская область, г. Железнодорожный, ш. Саввинское, д. 4, кор. 1","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-20:00","Да (Зона Привилегия)","Универсальный","Y","Y","55.743633","38.012463","null","24563","True","False"
"","","","","вт","09:00-18:00","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Киевский» Филиала № 7701 Банка ВТБ (ПАО)","121059, г. Москва, ул. Киевская, д. 2","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","10:00-19:00","Да","Микро (РБ)","Y","N","55.74332","37.562695","Москва, Филёвская линия, метро Киевская","3805","False","False"
"","","","","","","","","вт","10:00-19:00","","","","","","","","","",""
"","","","","","","","","ср","10:00-19:00","","","","","","","","","",""
"","","","","","","","","чт","10:00-19:00","","","","","","","","","",""
"","","","","","","","","пт","10:00-19:00","","","","","","","","","",""
"","","","","","","","","сб","выходной","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Пятницкий» Филиала № 7701 Банка ВТБ (ПАО)","115035, г. Москва, ул. Пятницкая, д. 21, строение 1","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн-пт","10:00-19:00","Да","Розничный (РБ)","Y","Y","55.742702","37.628639","Новокузнецкая (Замоскворецкая линия)","1367","null","False"
"","","","","","","","","сб,вс","выходной","","","","","","","","","",""
"ДО «Ростелеком» Филиала № 7701 Банка ВТБ (ПАО)","115172, г. Москва, ул. Гончарная, д. 30, стр.1","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","09:00-18:00","Закрытый доступ, только для сотрудников Ростелеком","Микро (РБ)","N","N","55.742428","37.647469","Москва, Кольцевая линия, метро Таганская","2133","False","False"
"","","","","","","","","вт","09:00-18:00","","","","","","","","","",""
"","","","","","","","","ср","09:00-18:00","","","","","","","","","",""
"","","","","","","","","чт","09:00-18:00","","","","","","","","","",""
"","","","","","","","","пт","09:00-18:00","","","","","","","","","",""
"","","","","","","","","сб","выходной","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Остоженка» Филиала № 7701 Банка ВТБ (ПАО)","119034, г. Москва, ул. Остоженка, д. 11","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","09:00-20:00","Да (Офис Привилегия)","Привилегия (РБ)","N","Y","55.741745","37.599751","Москва, Сокольническая линия, метро Кропоткинская","1886","False","False"
"","","","","","","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","","","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","сб","выходной","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Молодежный» Филиала № 7701 Банка ВТБ (ПАО)","121552, г. Москва, Ярцевская, д. 32","","открытая","Не обслуживает ЮЛ","null","null","","пн","09:00-20:00","Да","Розничный (РБ)","Y","N","55.741287","37.417686","Москва, Арбатско-Покровская линия, метро Молодёжная","12767","False","False"
"","","","","","","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","","","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Багратионовский» Филиала № 7701 Банка ВТБ (ПАО)","121108, г. Москва, ул. Барклая, д.7, кор. 1","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-20:00","Да (Зона Привилегия)","Универсальный","Y","N","55.740589","37.501286","Москва, Филёвская линия, метро Багратионовская","7605","True","False"
"","","","","вт","09:00-18:00","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"Филиал № 7777 Банка ВТБ (ПАО)","119180, г. Москва, ул. Большая Полянка, д. 10, стр. 1","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","09:30-20:00","Нет","Прайм (РБ)","N","N","55.740326","37.615955","Москва, Серпуховско-Тимирязевская линия, метро Полянка","1556","False","False"
"","","","","","","","","вт","09:30-20:00","","","","","","","","","",""
"","","","","","","","","ср","09:30-20:00","","","","","","","","","",""
"","","","","","","","","чт","09:30-20:00","","","","","","","","","",""
"","","","","","","","","пт","09:30-20:00","","","","","","","","","",""
"","","","","","","","","сб","09:30-16:00","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Большая Ордынка» Филиала № 7701 Банка ВТБ (ПАО)","119017, г. Москва, ул. Большая Ордынка, д. 24","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","09:00-18:00","закрытый доступ, находится в здании Министерства атомной энергии РФ","Розничный (РБ)","N","N","55.73988","37.623329","Москва, Калужско-Рижская линия, метро Третьяковская","1591","False","False"
"","","","","","","","","вт","09:00-18:00","","","","","","","","","",""
"","","","","","","","","ср","09:00-18:00","","","","","","","","","",""
"","","","","","","","","чт","09:00-18:00","","","","","","","","","",""
"","","","","","","","","пт","09:00-18:00","","","","","","","","","",""
"","","","","","","","","сб","выходной","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Коробейников переулок» Филиала № 7777 Банка ВТБ (ПАО)","119034, г. Москва, Коробейников пер., д. 1, стр. 1А","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","09:00-20:00","Да","Прайм (РБ)","N","N","55.738464","37.598545","null","2212","False","False"
"","","","","","","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","","","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","сб","выходной","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Жуковка» Филиала № 7701 Банка ВТБ (ПАО)","143082, Московская область, Одинцовский район, дер. Жуковка, д. 123-Б","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-19:00","Да (Зона Привилегия)","Универсальный","Y","Y","55.737984","37.244133","null","23618","False","False"
"","","","","вт","09:00-18:00","","","вт","09:00-19:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-19:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-19:00","","","","","","","","","",""
"","","","","пт","09:00-18:00","","","пт","09:00-19:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","выходной","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Кутузовский» Филиала в г. Москве","121170, г. Москва, пл. Победы, д. 2, корп. 2","","открытая","пн","09:00-18:00","есть РКО","","Не обслуживает ФЛ","null","Да","Корпоративный","N","N","55.737507","37.518379","Москва, Арбатско-Покровская линия, метро Парк Победы","6647","True","False"
"","","","","вт","09:00-18:00","","","","","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","","","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","","","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","","","","","","","","","","","",""
"","","","","сб","выходной","","","","","","","","","","","","","",""
"","","","","вс","выходной","","","","","","","","","","","","","",""
"ДО №4 «Кутузовский» Банка ВТБ (ПАО)","121170, г. Москва, пл. Победы, д. 2, корп. 2","","открытая","Не обслуживает ЮЛ","null","null","","пн","09:00-18:00","Нет","Розничный (РБ)","N","N","55.737507","37.518379","Москва, Арбатско-Покровская линия, метро Парк Победы","6647","False","False"
"","","","","","","","","вт","09:00-18:00","","","","","","","","","",""
"","","","","","","","","ср","09:00-18:00","","","","","","","","","",""
"","","","","","","","","чт","09:00-18:00","","","","","","","","","",""
"","","","","","","","","пт","09:00-18:00","","","","","","","","","",""
"","","","","","","","","сб","выходной","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Бродников» Филиала № 7777 Банка ВТБ (ПАО)","119180, г. Москва, Бродников пер., д. 4","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","09:30-20:00","нет","Прайм (РБ)","N","N","55.737446","37.617958","Москва, Серпуховско-Тимирязевская линия, метро Полянка","1857","False","False"
"","","","","","","","","вт","09:30-20:00","","","","","","","","","",""
"","","","","","","","","ср","09:30-20:00","","","","","","","","","",""
"","","","","","","","","чт","09:30-20:00","","","","","","","","","",""
"","","","","","","","","пт","09:30-20:00","","","","","","","","","",""
"","","","","","","","","сб","09:30-16:00","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО №5 Банка ВТБ (ПАО)","119180, г. Москва, Бродников пер., д. 4","","открытая","Не обслуживает ЮЛ","null","null","","пн","09:00-17:00","Нет","Розничный (РБ)","N","N","55.737446","37.617958","Москва, Серпуховско-Тимирязевская линия, метро Полянка","1857","False","False"
"","","","","","","","","вт","09:00-17:00","","","","","","","","","",""
"","","","","","","","","ср","09:00-17:00","","","","","","","","","",""
"","","","","","","","","чт","09:00-17:00","","","","","","","","","",""
"","","","","","","","","пт","09:00-17:00","","","","","","","","","",""
"","","","","","","","","сб","выходной","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Бродников переулок» Филиала в г. Москве","119180, г. Москва, Бродников пер., д. 4","","открытая","пн","09:00-18:00","есть РКО","","Не обслуживает ФЛ","null","Да","Корпоративный","N","N","55.737446","37.617958","Москва, Серпуховско-Тимирязевская линия, метро Полянка","1857","True","False"
"","","","","вт","09:00-18:00","","","","","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","","","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","","","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","","","","","","","","","","","",""
"","","","","сб","выходной","","","","","","","","","","","","","",""
"","","","","вс","выходной","","","","","","","","","","","","","",""
"ДО Кредитный центр «Марксистский» Филиала № 7701 Банка ВТБ (ПАО)","109147, г. Москва, ул. Марксистская, д.5, стр.1","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-20:00","Да (Зона Привилегия)","Универсальный","Y","Y","55.737183","37.663952","null","3311","True","False"
"","","","","вт","09:00-18:00","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-20:00","","","","","","","","","",""
